ev_bin,la_bin,dir_bin,xBA
77,36,20,0.0
76,27,-5,0.375
112,8,-15,0.75
78,-19,-15,0.0
77,62,0,0.0
90,60,10,0.09090909090909091
98,38,-15,0.17647058823529413
71,-38,-55,0.0
98,8,15,1.0
79,25,-5,0.5
69,-69,-160,0.0
59,28,-10,1.0
65,-24,-35,0.125
77,-37,40,0.0
94,-15,-5,0.7692307692307693
91,-3,35,0.3333333333333333
89,-12,-40,0.09090909090909091
68,-33,5,0.0
103,11,-30,1.0
93,43,-30,0.4
94,60,0,0.0
95,47,5,0.0
65,13,15,0.0
99,-19,-40,0.5
80,9,-25,0.6666666666666666
98,62,5,0.0
58,-2,-5,0.0
40,-62,5,0.0
71,1,-25,0.0
72,-2,20,0.6666666666666666
109,6,10,1.0
59,-22,-40,0.5
104,10,-35,0.9
92,66,5,0.0
75,-16,15,0.0
76,0,-25,0.0
88,16,15,0.5625
105,4,-5,0.8421052631578947
64,-29,-25,0.0
99,5,-15,0.4
94,-6,-25,0.06666666666666667
78,19,10,0.6666666666666666
75,10,0,0.16666666666666666
89,7,-25,0.7083333333333334
76,-5,-30,0.3333333333333333
72,-38,-45,0.0
77,31,15,0.0
89,7,-35,0.35714285714285715
83,-11,-30,0.3
85,42,15,0.125
32,-13,40,1.0
98,1,-15,0.16129032258064516
91,-13,-45,0.1111111111111111
73,-27,-10,0.5
78,-15,-15,0.0
74,-31,-30,0.0
92,10,10,0.7333333333333333
64,19,10,0.0
96,-7,-5,0.6
74,-14,35,0.0
69,53,25,0.5
90,16,-35,1.0
59,-31,20,1.0
89,7,-30,1.0
105,-13,-20,0.0
102,25,-15,0.7878787878787878
77,-36,-55,0.0
94,9,-10,0.7666666666666667
99,28,20,0.75
100,25,5,0.68
49,59,55,0.0
85,27,10,0.0
89,68,20,0.0
84,45,-5,0.0
100,36,-5,0.375
98,6,-30,0.8666666666666667
91,4,-40,0.25
104,3,-30,0.7777777777777778
76,13,-20,0.42857142857142855
94,10,-5,0.9130434782608695
95,26,-15,0.28
92,59,0,0.0
94,-13,-20,0.0
97,8,-30,0.9333333333333333
69,-16,20,0.0
93,42,30,0.0
63,-29,-45,0.0
96,25,-5,0.09375
98,35,-5,0.047619047619047616
75,-25,-15,0.0
96,23,5,0.35294117647058826
45,-41,35,0.0
50,-51,-55,0.3333333333333333
99,8,15,0.9411764705882353
103,-8,-5,0.7333333333333333
100,22,10,0.6666666666666666
15,-25,110,0.0
86,-11,10,0.0
80,67,55,0.0
95,10,-40,0.7
45,43,-20,1.0
43,56,20,0.0
79,0,0,0.25
88,16,20,0.5
91,-20,-20,0.0
99,-10,-5,0.6153846153846154
91,8,-35,0.3
98,35,-35,0.8888888888888888
95,8,10,0.68
63,-50,-80,0.0
103,8,-15,0.5405405405405406
87,23,-20,0.25
91,-18,20,0.25
78,-5,-45,0.3333333333333333
94,33,-25,0.45
73,17,10,0.6666666666666666
100,3,-35,0.4375
98,9,-40,0.3076923076923077
97,45,10,0.0
72,-32,-15,0.0
87,40,-15,0.0
93,-22,-40,0.0
95,-15,30,0.16666666666666666
79,51,35,0.0
91,50,5,0.0
100,-14,-25,0.14285714285714285
57,-40,-35,0.0
97,54,-30,0.0
109,10,-20,0.75
92,-9,-10,0.4166666666666667
89,42,-20,0.0
86,-40,30,0.0
75,-80,-50,0.0
28,-31,-10,0.0
94,-17,-5,0.8181818181818182
91,62,5,0.0
61,-36,-25,0.0
103,-2,-25,0.2777777777777778
91,59,-20,0.0
97,18,10,0.08333333333333333
82,-17,-45,0.1111111111111111
85,52,15,0.0
54,-27,-75,1.0
85,24,-15,0.4
82,-22,-20,0.0
101,1,-15,0.2571428571428571
92,-9,-15,0.0
64,-27,-10,0.6666666666666666
75,-8,-35,0.16666666666666666
35,-49,-35,0.5
94,42,10,0.0
87,56,10,0.0
96,-2,30,0.6666666666666666
88,-6,-35,0.2777777777777778
94,28,-30,0.5
92,16,20,0.3076923076923077
50,65,55,0.0
55,-76,35,0.0
62,8,-35,0.0
97,-6,-40,0.14285714285714285
84,57,-45,0.0
98,15,20,0.5555555555555556
61,-86,-85,0.0
82,-1,-45,0.25
65,14,-25,0.5
58,-50,-20,0.0
56,-38,40,0.0
86,58,10,0.0
73,-78,-135,0.0
26,-47,-50,0.0
36,-67,10,0.0
84,19,-10,0.9166666666666666
57,-10,15,0.0
66,-23,-25,0.0
50,-53,-40,0.0
89,-10,-15,0.1
91,8,0,0.6153846153846154
89,21,25,0.6
105,0,-25,0.6111111111111112
34,-53,90,0.0
36,-31,-55,1.0
62,38,10,0.0
87,-19,10,0.25
83,6,-30,0.875
93,26,25,0.2222222222222222
85,75,-40,0.0
86,40,25,0.05
81,-24,10,0.0
75,-13,-10,0.14285714285714285
91,-10,-30,0.5
99,16,-20,0.39285714285714285
98,40,-5,0.07692307692307693
82,-18,45,0.0
89,-9,0,1.0
82,43,-15,0.16666666666666666
78,26,5,0.5
102,3,5,0.3333333333333333
79,-47,10,0.0
82,-21,30,0.0
77,-29,-50,0.0
65,61,40,0.0
76,78,-5,0.0
87,39,25,0.08333333333333333
102,31,-35,1.0
82,-1,-15,0.1111111111111111
84,12,-35,0.6666666666666666
43,54,30,0.0
93,17,-15,0.7391304347826086
99,-10,0,0.3
101,23,-30,0.7777777777777778
67,23,35,1.0
82,-22,35,0.0
71,8,-25,0.2
93,15,10,0.7142857142857143
85,0,-20,0.2222222222222222
78,-33,15,0.0
86,76,-30,1.0
71,-56,45,0.0
27,40,-5,0.0
89,61,-5,0.0
95,39,0,0.041666666666666664
84,-51,-30,0.5
98,-35,-50,0.0
65,-27,-10,0.3333333333333333
85,0,-25,0.125
90,8,0,0.6
90,36,0,0.05263157894736842
75,29,5,0.6
83,67,20,0.08333333333333333
102,-20,-35,0.5
90,6,-35,0.3333333333333333
83,43,10,0.0
93,19,5,0.47619047619047616
96,-8,15,0.5555555555555556
107,-21,-50,0.0
104,21,0,0.5588235294117647
62,-45,-65,0.0
66,55,20,0.0
79,-40,-30,0.0
76,9,-5,0.75
74,12,-5,0.5
110,15,-25,0.8333333333333334
90,-40,-20,0.0
117,-77,-60,0.0
104,-12,-10,0.7
87,81,35,0.0
88,43,20,0.0
75,23,15,1.0
60,65,25,0.0
89,38,5,0.0
73,54,-15,0.0
72,-6,-30,0.2857142857142857
95,-4,-10,0.64
92,1,15,0.6666666666666666
97,32,0,0.10344827586206896
45,15,5,0.0
27,17,-15,0.0
75,78,15,0.0
83,22,10,0.15384615384615385
112,-21,-50,0.0
82,60,20,0.0
95,62,30,0.0
90,23,-15,0.11764705882352941
101,18,-30,0.8
38,29,10,0.0
97,-11,25,0.25
86,44,15,0.07142857142857142
86,-8,-40,0.1
87,35,30,0.18181818181818182
87,4,-25,1.0
80,80,-15,0.0
91,-9,5,0.0
94,2,35,1.0
94,-8,40,0.0
83,17,0,1.0
95,-13,-50,0.6666666666666666
99,-15,10,0.0
91,53,-20,0.0
89,-7,-45,0.2727272727272727
73,-11,0,0.25
100,1,-5,0.875
92,8,-35,0.4090909090909091
108,23,-35,1.0
90,1,-5,0.8571428571428571
94,19,-30,0.5333333333333333
35,-58,80,0.0
79,35,20,0.0
82,-34,-60,0.0
94,11,20,0.9411764705882353
89,23,5,0.2857142857142857
82,-5,10,0.0
93,21,15,0.08333333333333333
69,55,-40,0.0
79,-58,-40,0.0
59,-47,-80,0.25
97,-14,-30,0.6666666666666666
91,45,10,0.0
91,31,-5,0.0
82,-36,15,0.0
98,8,-30,0.9473684210526315
86,68,-25,0.0
92,19,0,0.4117647058823529
96,17,-10,0.4074074074074074
94,4,-30,0.75
25,-12,-30,1.0
69,-31,-30,0.0
100,1,-15,0.2857142857142857
78,-43,-20,0.3333333333333333
91,9,-10,0.6923076923076923
31,-61,25,0.0
108,13,-10,0.6111111111111112
77,-39,10,0.0
103,3,-30,0.7307692307692307
65,-79,-175,0.0
99,41,-20,0.09090909090909091
81,-4,0,0.0
90,28,20,0.08333333333333333
104,10,-30,1.0
80,69,20,0.0
92,19,-25,0.3333333333333333
98,3,-35,0.23529411764705882
69,-8,-35,0.16666666666666666
101,19,-35,1.0
94,21,-35,1.0
89,41,-20,0.0
103,-37,-55,1.0
98,5,-5,0.8
12,-21,-35,0.0
106,-11,0,0.4
37,-64,-45,0.0
95,-31,-20,0.0
95,-7,-10,0.56
103,8,-35,0.5333333333333333
45,25,25,0.0
107,1,-15,0.1875
83,52,0,0.0
91,9,-25,0.7777777777777778
88,49,0,0.0
86,37,-25,0.0
94,50,-10,0.0
64,79,-45,0.0
55,-26,-40,0.0
91,-6,10,0.0
27,62,-10,0.0
89,45,-40,1.0
93,-2,35,1.0
60,-58,-80,0.0
83,67,55,0.0
84,45,10,0.0
91,46,-40,0.3333333333333333
67,-31,10,0.0
75,-16,25,1.0
106,12,-30,1.0
57,-68,-120,0.0
102,16,-15,0.9142857142857143
27,4,-25,0.0
61,3,-25,0.0
77,22,-20,1.0
88,-9,-15,0.0
65,2,-5,0.16666666666666666
66,-58,-20,0.0
94,-10,-35,0.4090909090909091
87,-1,-25,0.3
80,45,30,0.2
84,19,5,0.8
63,-47,-45,0.0
61,-49,-15,0.0
82,49,-25,0.25
87,43,15,0.1111111111111111
100,25,-30,0.8888888888888888
71,4,-25,0.42857142857142855
75,47,0,0.3333333333333333
58,-36,-45,0.2
81,75,45,0.0
63,-64,-75,0.0
100,22,15,0.45454545454545453
69,-19,-5,0.2
94,33,-15,0.045454545454545456
107,10,-25,0.8571428571428571
92,-17,-35,0.5
99,1,10,0.5862068965517241
104,16,-25,0.3448275862068966
98,23,25,0.6923076923076923
84,53,15,0.0
83,64,20,0.0
85,-15,-40,0.35714285714285715
62,3,-30,0.0
81,59,-10,0.0
85,23,5,0.1111111111111111
88,48,5,0.0
61,-68,-65,0.0
93,-20,45,0.6666666666666666
87,18,-5,0.5
100,-4,-30,0.6818181818181818
91,39,25,0.14285714285714285
102,12,20,1.0
86,20,0,0.4090909090909091
101,10,-40,0.8
98,14,30,1.0
95,-6,-10,0.42105263157894735
91,18,-15,0.5833333333333334
98,22,0,0.2702702702702703
100,15,30,1.0
100,-7,-40,0.2222222222222222
75,4,-20,0.0
92,15,-35,0.9285714285714286
90,3,0,0.23529411764705882
89,35,0,0.0
76,18,-30,1.0
93,17,-25,0.2631578947368421
69,63,30,0.0
49,-58,30,0.0
77,30,-30,0.3333333333333333
79,47,15,0.0
51,-6,-10,0.0
96,-6,-40,0.0
69,-12,-25,0.0
85,29,-40,0.0
71,-3,-35,0.0
100,43,-35,0.5
89,5,-45,0.75
53,38,-20,0.0
85,-13,-40,0.0
71,-22,-30,0.2857142857142857
92,57,-35,0.0
98,3,-45,0.8888888888888888
79,74,35,0.0
71,-58,-5,0.0
83,36,-15,0.0
97,30,-25,0.782608695652174
109,25,-15,1.0
100,37,0,0.1111111111111111
101,-8,-35,0.5
94,3,-20,0.3333333333333333
68,9,-20,0.0
74,65,50,0.0
99,0,0,0.6190476190476191
91,46,35,0.0
86,-4,-10,0.15384615384615385
82,46,20,0.0
96,0,0,0.47368421052631576
77,2,40,0.0
83,-19,-10,0.0
79,-2,-20,0.0
13,-29,-15,0.0
85,30,25,0.14285714285714285
100,12,25,1.0
73,13,-25,0.375
76,43,15,0.0
81,-5,5,0.0
103,-1,-25,0.6666666666666666
89,56,25,0.2857142857142857
80,64,25,0.0
79,81,30,0.0
71,-56,-100,0.0
41,-42,-40,0.0
65,77,70,0.0
71,43,10,0.25
90,9,-30,0.8
78,51,25,0.0
106,3,-15,0.45
75,-18,-25,0.3333333333333333
75,39,35,1.0
90,58,35,0.0
87,52,15,0.0
71,-52,-15,0.0
94,28,-35,0.8
71,21,15,1.0
96,-16,-15,0.0
95,-16,35,0.0
79,-69,-155,0.0
100,19,5,0.76
65,46,-15,1.0
84,50,-5,0.0
78,-40,-10,1.0
97,-22,25,1.0
79,3,-15,0.2222222222222222
105,18,-15,0.6785714285714286
40,-40,0,0.0
71,34,-25,0.25
103,25,-15,0.68
79,-25,-25,0.0
96,-72,-105,1.0
93,19,-10,0.25
63,-48,-30,0.0
68,52,30,0.0
84,75,15,0.0
89,54,-25,0.0
60,-33,-30,0.0
84,-2,-20,0.0
90,23,0,0.20689655172413793
70,55,40,0.0
68,57,10,0.0
94,-1,-40,0.25
85,67,15,0.0
103,20,-15,0.8536585365853658
88,6,-35,0.47368421052631576
43,-46,15,0.0
78,35,-30,0.0
87,9,-5,0.7142857142857143
57,-3,-30,0.0
101,7,-15,0.3
60,32,20,1.0
104,7,5,0.45
97,1,-5,0.7586206896551724
91,34,10,0.1111111111111111
93,28,0,0.10714285714285714
113,-8,-15,0.0
102,-12,10,0.0
73,-62,-75,1.0
79,20,0,1.0
86,71,-10,0.0
83,74,5,0.0
107,22,-10,0.6470588235294118
51,38,10,0.0
67,-60,-50,0.0
52,-29,-5,0.0
106,6,10,0.75
92,48,30,0.0
66,70,0,0.0
84,18,-40,1.0
83,7,-15,0.16666666666666666
105,2,-25,0.5714285714285714
76,8,-45,0.5
92,-12,15,0.25
61,-82,-80,0.0
100,26,-15,0.6
97,-17,-40,0.0
92,4,25,0.7142857142857143
74,-15,15,0.0
96,0,-30,0.7407407407407407
85,5,20,0.8
92,28,5,0.0
107,6,-15,0.7857142857142857
107,12,-30,0.9375
105,21,-5,0.21875
100,-14,-20,0.125
68,-57,-105,0.0
78,-17,-20,0.14285714285714285
61,5,10,0.0
83,31,25,0.125
72,-37,-65,0.25
114,6,-15,1.0
104,8,-40,0.5833333333333334
96,3,-35,0.2222222222222222
82,8,-20,0.16666666666666666
71,71,45,0.0
76,1,0,0.25
107,14,5,0.9
85,-12,-30,0.38095238095238093
106,15,0,0.631578947368421
51,-17,10,0.0
92,46,20,0.0
89,48,-40,0.0
109,-7,-20,0.0
76,16,-5,0.75
42,-39,-40,0.0
92,8,-10,0.875
67,-8,-40,0.0
70,-7,-10,0.16666666666666666
94,1,0,0.47368421052631576
49,-69,-60,1.0
107,1,-10,0.6923076923076923
79,65,15,0.0
89,-2,15,0.2
111,2,0,1.0
61,-79,-85,0.0
76,-16,-20,0.0
95,55,10,0.0
84,58,35,0.0
64,62,10,0.0
94,-24,-25,0.0
65,48,20,0.5
88,-9,-30,0.5238095238095238
52,-60,-115,0.0
88,12,-10,0.9
78,11,-25,0.5714285714285714
88,52,-25,0.0
94,30,-15,0.15384615384615385
80,-10,-35,0.375
60,11,15,0.0
75,46,25,0.0
77,-76,20,0.0
100,20,-15,0.6190476190476191
92,24,-10,0.04
79,-3,-20,0.0
88,-22,5,0.3333333333333333
74,-3,10,0.2
77,63,15,0.0
72,-56,-5,0.0
69,39,-10,0.5
85,61,15,0.1111111111111111
100,22,-30,0.7391304347826086
83,-38,-20,0.5
86,10,-5,0.8333333333333334
93,10,25,0.875
91,5,-5,0.6111111111111112
34,-80,80,0.0
80,-9,-20,0.0
37,-53,25,0.0
80,-21,-15,0.3333333333333333
86,50,-5,0.0
87,25,-10,0.0
84,29,15,0.0
93,-2,-40,0.09523809523809523
90,-8,-35,0.4
74,10,-30,0.75
44,-30,-25,0.0
98,4,15,0.8888888888888888
71,16,15,1.0
89,-17,20,0.5
95,58,-5,0.0
94,-17,-15,0.07142857142857142
89,21,-20,0.3076923076923077
99,-1,-20,0.16129032258064516
90,11,-15,0.6666666666666666
81,-6,-40,0.0
86,45,-10,0.0
105,23,5,0.8181818181818182
96,4,15,0.8333333333333334
52,-10,40,0.0
76,58,30,0.0
108,-1,-10,0.6666666666666666
94,22,15,0.09523809523809523
86,63,-5,0.0
100,7,10,0.75
95,56,0,0.0
82,6,-35,0.18181818181818182
102,-14,0,0.3333333333333333
81,15,5,1.0
73,-38,20,0.0
36,-18,-65,1.0
77,55,30,0.0
104,-1,0,0.5263157894736842
65,-12,0,0.0
60,-11,30,0.0
55,-49,0,0.5
93,33,20,0.2222222222222222
84,-27,-45,0.0
89,48,-5,0.0
75,80,15,0.0
93,19,15,0.058823529411764705
31,-9,-30,1.0
79,68,5,0.0
101,12,-10,0.9210526315789473
80,65,25,0.0
73,48,-20,0.0
99,35,-30,0.625
94,37,20,0.07692307692307693
54,-28,-5,0.3333333333333333
49,22,0,0.0
83,16,5,1.0
71,-14,-45,0.0
102,28,0,0.4090909090909091
98,19,15,0.25
72,73,30,0.0
71,67,30,0.0
96,42,10,0.0
62,-46,-55,0.14285714285714285
84,-25,-30,0.6666666666666666
78,-13,0,0.0
93,-9,-10,0.631578947368421
89,-6,-35,0.1111111111111111
80,71,5,0.0
89,30,-20,0.125
94,5,-5,0.6666666666666666
73,-7,-30,0.14285714285714285
78,7,-20,0.0
48,-67,-90,1.0
62,28,5,0.0
98,-8,-55,0.5
68,-17,-45,0.0
53,-54,-60,0.0
52,-55,-80,0.0
88,66,-10,0.0
64,-46,-65,0.0
86,5,-5,0.4444444444444444
75,15,15,0.6666666666666666
75,-35,-20,0.0
89,-50,-10,1.0
92,27,-5,0.043478260869565216
105,9,25,1.0
84,-4,-45,0.0
105,-8,-20,0.1111111111111111
99,52,5,0.42857142857142855
67,76,45,0.0
78,69,25,0.0
74,-68,20,0.0
97,-18,-45,0.0
59,-41,-40,0.0
75,65,-10,0.0
90,-62,-130,0.0
90,50,25,0.2857142857142857
102,30,-5,0.13333333333333333
79,39,-20,0.0
99,9,-25,0.8048780487804879
79,-18,-35,0.42857142857142855
110,8,-25,0.6666666666666666
63,84,-140,0.0
93,-29,-5,1.0
27,35,-5,0.0
73,36,-10,0.3333333333333333
94,-14,-25,0.1111111111111111
73,-16,-20,0.0
73,-59,-35,0.0
99,7,20,0.875
88,72,-35,0.0
76,-40,-50,0.0
98,-51,-25,0.0
111,15,-25,0.6
42,-46,85,0.0
97,21,-10,0.24489795918367346
93,-78,65,0.0
88,30,-25,0.13333333333333333
67,67,55,0.0
103,-5,-5,0.8
43,-35,-10,0.3333333333333333
83,5,-30,0.6666666666666666
86,37,15,0.0
105,25,5,1.0
84,4,0,0.3333333333333333
103,12,-35,1.0
77,19,-15,1.0
89,24,-10,0.047619047619047616
72,-55,45,0.0
83,56,35,0.0
101,12,-15,0.9375
68,-51,20,0.0
87,31,-10,0.0
89,76,20,0.0
98,8,-25,0.9090909090909091
106,-14,0,1.0
61,-50,35,0.0
69,71,40,0.0
73,-68,-140,0.0
77,-41,-15,0.0
98,15,-20,0.7777777777777778
76,17,-15,0.9090909090909091
80,52,25,0.0
79,-7,-35,0.0
86,52,-30,0.0
51,-26,-35,0.0
60,56,45,0.0
68,-45,40,0.0
93,-17,-20,0.0
84,37,10,0.0
97,1,20,0.9
85,63,-20,0.16666666666666666
94,2,-20,0.15789473684210525
57,25,-40,1.0
83,-22,-20,0.125
95,-1,20,0.7142857142857143
84,73,15,0.0
87,5,5,0.0
96,13,-35,1.0
85,31,-25,0.0
86,22,5,0.4
100,43,-10,0.0
96,11,5,0.96
97,37,-20,0.35294117647058826
80,4,-30,0.7142857142857143
94,33,-30,0.6363636363636364
83,2,15,0.8333333333333334
68,-48,-10,0.0
101,23,-5,0.2777777777777778
90,55,-40,0.0
70,-31,-10,0.0
85,17,-40,1.0
68,26,25,1.0
106,-1,-15,0.3333333333333333
73,-15,-10,0.0
62,-22,-35,0.0
94,-7,-35,0.5714285714285714
85,13,-25,0.8571428571428571
96,32,-30,0.8571428571428571
65,31,20,1.0
64,-32,-40,0.0
57,-41,-35,0.0
98,36,25,1.0
83,3,-10,0.75
81,14,0,1.0
81,60,-25,0.0
96,0,-15,0.13333333333333333
80,-5,-35,0.4444444444444444
77,65,20,0.0
79,64,5,0.0
99,15,0,0.6666666666666666
103,11,5,1.0
109,15,30,1.0
83,-19,-15,0.0
104,-6,-30,0.8571428571428571
97,-13,-5,0.42857142857142855
110,25,-40,1.0
64,72,25,0.0
100,-15,0,0.6666666666666666
77,26,10,0.3333333333333333
101,-6,-35,0.3333333333333333
85,23,-5,0.14285714285714285
94,37,10,0.1
96,-13,-25,0.2777777777777778
74,-41,-60,0.0
111,8,-15,0.75
88,29,-20,0.0
69,-37,-20,0.0
28,-4,-40,0.0
110,19,-20,1.0
92,-7,-45,0.36363636363636365
93,47,10,0.0
54,-12,0,0.0
106,-4,-30,0.8333333333333334
87,-66,-5,0.0
66,10,5,0.0
79,17,-5,0.875
46,-5,25,0.0
73,42,20,0.0
88,42,15,0.0
99,51,-30,0.16666666666666666
86,43,-25,0.0
102,14,-10,0.775
82,39,35,0.0
92,-28,-10,1.0
84,54,-10,0.0
82,17,-10,1.0
78,61,20,0.125
88,-2,-30,0.9166666666666666
83,4,-20,0.14285714285714285
90,11,-5,0.8695652173913043
86,-29,-50,0.5
92,32,-15,0.08333333333333333
77,-27,-50,0.0
80,-12,-35,0.375
82,26,-20,0.23076923076923078
94,17,10,0.2222222222222222
112,32,-20,1.0
68,67,-15,0.0
107,-18,30,0.0
108,16,-5,0.4166666666666667
92,46,10,0.07142857142857142
79,-17,-15,0.2
97,26,20,0.4444444444444444
94,24,25,0.36363636363636365
31,-1,50,1.0
100,52,-15,0.0
78,-14,-25,0.16666666666666666
103,18,-35,1.0
60,-3,-20,0.0
67,-71,-65,0.0
78,12,-35,0.25
91,17,-10,0.5
80,72,35,0.0
105,0,20,1.0
87,47,20,0.0
100,-15,-15,0.07142857142857142
102,21,-15,0.75
67,74,10,0.0
71,-35,-55,0.0
78,18,-35,1.0
29,-34,25,0.0
72,-11,15,0.0
108,12,-5,0.8333333333333334
92,49,0,0.0
82,-32,5,0.25
106,11,-5,0.6551724137931034
27,-39,35,0.0
99,8,5,0.48717948717948717
97,26,10,0.4642857142857143
88,42,-20,0.0
62,32,0,0.0
87,-18,-20,0.0
52,-61,-30,0.0
68,8,10,0.0
91,12,-15,0.8571428571428571
76,-45,-75,1.0
57,-38,45,0.0
68,-37,-20,0.0
44,-80,40,0.0
83,-9,-30,0.47058823529411764
54,-60,-95,0.0
105,18,10,0.75
63,-18,-30,0.0
61,-76,65,0.0
82,-26,0,0.0
94,33,-10,0.05555555555555555
111,24,-35,1.0
86,-7,-5,0.2
51,-25,-40,0.0
62,-11,-20,0.0
91,64,-5,0.0
72,36,0,0.5
70,-50,15,1.0
96,49,-5,0.125
99,-17,0,0.0
104,21,-20,0.7837837837837838
78,54,-25,0.0
84,28,-10,0.0
59,-22,0,0.0
71,-79,165,0.0
80,36,-35,0.6666666666666666
44,-29,80,0.0
92,5,-15,0.2
98,-9,5,0.07142857142857142
82,32,5,0.0
79,16,15,1.0
77,14,-20,0.25
63,-34,20,0.0
92,34,-20,0.2727272727272727
82,-10,-40,0.0
88,-17,30,0.2
41,8,25,0.0
88,48,-10,0.0
79,76,45,0.0
79,29,-35,0.2
105,8,-15,0.5454545454545454
103,-6,10,0.2222222222222222
57,47,35,0.0
92,-6,-10,0.5789473684210527
85,41,25,0.0
51,-42,-20,0.0
76,10,-35,0.4
92,-12,-25,0.0
73,1,-10,0.25
90,30,0,0.0
103,4,-20,0.32
92,-11,-30,0.42857142857142855
58,-70,-35,0.0
94,-5,-10,0.6470588235294118
100,16,-20,0.625
87,13,-45,1.0
73,18,-35,1.0
93,10,10,0.9
79,18,5,1.0
85,15,-5,1.0
90,31,25,0.25
103,36,5,0.6666666666666666
98,-13,0,0.3076923076923077
93,77,-10,0.0
81,35,10,0.0
97,-9,-25,0.1875
96,50,-20,0.0
97,15,15,0.15
103,24,-10,0.5806451612903226
90,20,0,0.4782608695652174
61,-54,145,1.0
93,2,-25,0.6923076923076923
80,-5,-25,0.0
81,37,-5,0.0
103,30,-15,0.68
94,-21,-50,0.0
83,10,-5,0.8181818181818182
106,-2,-25,0.3333333333333333
103,-11,45,1.0
97,7,-30,0.9259259259259259
78,7,-30,1.0
100,4,-30,0.8461538461538461
88,-12,0,0.125
68,39,5,0.5
90,7,20,0.7333333333333333
83,3,-15,0.0
106,22,0,0.8333333333333334
100,14,-5,0.65
89,21,-15,0.4
85,40,10,0.0
95,18,-25,0.3125
81,15,0,1.0
93,17,5,0.7222222222222222
76,-19,-5,0.0
95,38,5,0.1111111111111111
38,-40,15,0.0
108,21,-20,0.9565217391304348
99,24,-30,0.7391304347826086
84,-41,-30,0.0
91,-30,25,1.0
85,24,10,0.0
88,22,20,0.0
75,66,-25,0.0
62,-69,-85,1.0
69,-8,-20,0.0
97,-10,-10,0.5454545454545454
94,36,15,0.3333333333333333
57,-40,-15,0.0
85,57,20,0.0
91,-16,-40,0.38461538461538464
72,-61,-55,0.0
95,-2,35,0.3333333333333333
97,3,-15,0.20833333333333334
80,-2,0,0.125
108,26,-5,1.0
77,-75,-55,0.0
60,1,-10,0.0
78,-4,-25,0.1
91,52,15,0.0
102,29,-25,0.9285714285714286
68,50,25,0.6666666666666666
72,75,25,0.0
86,50,-20,0.0
88,-10,-20,0.0
31,31,35,0.0
86,10,-20,0.25
92,21,0,0.12903225806451613
98,24,5,0.4230769230769231
65,67,45,0.0
64,-35,-60,0.0
79,8,-5,0.8571428571428571
78,15,25,1.0
66,27,-30,1.0
65,2,-35,0.0
73,22,0,1.0
92,9,5,0.5
85,37,15,0.06666666666666667
90,26,-20,0.125
100,2,20,1.0
91,-2,-25,0.42857142857142855
84,56,10,0.0
81,21,-20,0.375
88,19,10,0.08333333333333333
74,13,-30,0.6
91,30,5,0.1111111111111111
86,63,-25,0.0
89,25,15,0.25
57,-19,-40,0.6666666666666666
75,43,-35,0.0
84,-7,-20,0.0
102,9,5,0.8823529411764706
26,-53,-35,0.0
106,24,-30,0.9545454545454546
84,59,-10,0.0
103,40,-25,0.875
59,-17,5,0.0
61,58,40,0.0
90,1,-15,0.14285714285714285
89,23,-25,0.2222222222222222
81,14,15,1.0
84,-16,5,0.0
71,33,-5,0.0
73,13,-10,0.6
98,-9,20,0.4
79,-26,-15,0.3333333333333333
94,18,10,0.2962962962962963
62,-18,-55,0.0
57,-27,0,0.0
104,30,-5,0.625
95,-14,-30,0.45454545454545453
53,-73,-100,0.0
92,5,25,0.6
78,60,25,0.0
27,-35,-55,0.0
62,-86,-10,1.0
96,-11,-40,0.125
49,-53,95,0.0
76,-15,-45,0.0
73,55,0,0.0
65,50,-45,0.0
89,-1,5,0.125
95,22,-20,0.56
38,-23,-165,0.0
46,-32,-30,0.0
93,13,-25,0.88
66,50,30,0.8
90,22,15,0.0
91,44,5,0.0
85,37,25,0.0
65,30,-5,1.0
64,50,15,0.3333333333333333
98,12,-25,0.84
85,28,-10,0.09090909090909091
35,-48,-145,0.0
53,-58,-140,0.0
89,27,10,0.0625
91,6,-5,0.6470588235294118
51,-23,-90,1.0
78,-24,-180,0.0
59,-36,-90,1.0
79,24,0,0.6
16,-38,-85,0.0
39,-64,-35,0.0
91,39,-5,0.0
42,-53,-100,0.0
74,1,-15,0.0
83,9,-10,1.0
46,-44,-10,0.0
88,41,15,0.1111111111111111
98,11,30,1.0
84,34,30,0.16666666666666666
90,35,-15,0.0
100,-21,15,0.5
99,-12,-10,0.23076923076923078
31,-30,40,0.0
85,24,35,0.0
99,-5,-30,0.6666666666666666
78,20,0,1.0
115,6,-20,1.0
84,65,15,0.1111111111111111
101,23,-15,0.7659574468085106
68,-20,10,0.0
98,-2,-35,0.25
93,-8,30,0.25
96,44,-20,0.125
91,10,5,0.6923076923076923
68,-20,25,1.0
80,32,-5,0.25
70,59,-25,0.3333333333333333
66,66,20,0.0
84,-3,-15,0.1111111111111111
83,18,-20,0.9333333333333333
98,43,-25,0.2857142857142857
99,29,10,0.47368421052631576
81,-31,-25,0.0
80,79,40,0.0
96,-3,25,0.5714285714285714
90,30,25,0.45454545454545453
89,11,20,0.9
93,-44,10,0.0
60,-8,-25,0.25
92,-13,-15,0.10526315789473684
75,-14,-5,0.0
66,44,5,0.0
69,62,5,0.0
89,27,20,0.07142857142857142
63,-21,5,0.3333333333333333
